label,message,processed_message
0,HIYA COMIN 2 BRISTOL 1 ST WEEK IN APRIL. LES GOT OFF + RUDI ON NEW YRS EVE BUT I WAS SNORING.THEY WERE DRUNK! U BAK AT COLLEGE YET? MY WORK SENDS INK 2 BATH.,hiya comin bristol st week april le got rudi new yr eve snoringthey drunk u bak college yet work sends ink bath
0,Ok lor. Msg me b4 u call.,ok lor msg b u call
0,They just talking thats it de. They wont any other.,talking thats de wont
0,Also track down any lighters you can find,also track lighter find
0,"Alright, we're all set here, text the man",alright set text man
0,Sorry i din lock my keypad.,sorry din lock keypad
0,Ok which your another number,ok another number
0,"You at mu? You should try to figure out how much money everyone has for gas and alcohol, jay and I are trying to figure out our weed budget",mu try figure much money everyone gas alcohol jay trying figure weed budget
0,I will reach ur home in  &lt;#&gt;  minutes,reach ur home ltgt minute
0,"It's that time of the week again, ryan",time week ryan
0,Hey what are you doing. Y no reply pa..,hey reply pa
0,Can come my room but cannot come my house cos my house still messy... Haha...,come room come house co house still messy haha
0,Hi its Kate it was lovely to see you tonight and ill phone you tomorrow. I got to sing and a guy gave me his card! xxx,hi kate lovely see tonight ill phone tomorrow got sing guy gave card xxx
0,"I want to show you the world, princess :) how about europe?",want show world princess europe
0,"Single line with a big meaning::::: ""Miss anything 4 ur ""Best Life"" but, don't miss ur best life for anything... Gud nyt...",single line big meaning miss anything ur best life dont miss ur best life anything gud nyt
0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay gud mrng
0,Do you know where my lab goggles went,know lab goggles went
0,You said not now. No problem. When you can. Let me know.,said problem let know
0,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",dont worry day big lambu ji vl cometil enjoy batchlor party
0,You still at the game?,still game
1,U have a Secret Admirer who is looking 2 make contact with U-find out who they R*reveal who thinks UR so special-call on 09065171142-stopsms-08718727870150ppm,u secret admirer looking make contact ufind rreveal think ur specialcall stopsmsppm
0,my ex-wife was not able to have kids. Do you want kids one day?,exwife able kid want kid one day
0,No current and food here. I am alone also,current food alone also
0,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",also north carolina texas atm would go gre site pay test result sent
0,Ic. There are a lotta childporn cars then.,ic lotta childporn car
0,You call him and tell now infront of them. Call him now.,call tell infront call
1,"Urgent Urgent! We have 800 FREE flights to Europe to give away, call B4 10th Sept & take a friend 4 FREE. Call now to claim on 09050000555. BA128NNFWFLY150ppm",urgent urgent free flight europe give away call b th sept take friend free call claim bannfwflyppm
0,"You have come into my life and brought the sun ..Shiny down on me, warming my heart. Putting a constant smile on my face ... Making me feel loved and cared for",come life brought sun shiny warming heart putting constant smile face making feel loved cared
0,K I'll be there before 4.,k ill
0,Thts wat Wright Brother did to fly..,thts wat wright brother fly
0,Sorry to be a pain. Is it ok if we meet another night? I spent late afternoon in casualty and that means i haven't done any of y stuff42moro and that includes all my time sheets and that. Sorry. ,sorry pain ok meet another night spent late afternoon casualty mean havent done stuffmoro includes time sheet sorry
0,"Night has ended for another day, morning has come in a special way. May you smile like the sunny rays and leaves your worries at the blue blue bay. Gud mrng",night ended another day morning come special way may smile like sunny ray leaf worry blue blue bay gud mrng
1,Gr8 new service - live sex video chat on your mob - see the sexiest dirtiest girls live on ur phone - 4 details text horny to 89070 to cancel send STOP to 89070,gr new service live sex video chat mob see sexiest dirtiest girl live ur phone detail text horny cancel send stop
1,Wanna have a laugh? Try CHIT-CHAT on your mobile now! Logon by txting the word: CHAT and send it to No: 8883 CM PO Box 4217 London W1A 6ZF 16+ 118p/msg rcvd,wan na laugh try chitchat mobile logon txting word chat send cm po box london wa zf pmsg rcvd
0,For real when u getting on yo? I only need 2 more tickets and one more jacket and I'm done. I already used all my multis.,real u getting yo need ticket one jacket im done already used multis
1,"U were outbid by simonwatson5120 on the Shinco DVD Plyr. 2 bid again, visit sms. ac/smsrewards 2 end bid notifications, reply END OUT",u outbid simonwatson shinco dvd plyr bid visit sm acsmsrewards end bid notification reply end
0,"naughty little thought: 'its better to flirt, flirt n flirt, rather than loving someone n gettin hurt, hurt n hurt...:-) Gud nyt",naughty little thought better flirt flirt n flirt rather loving someone n gettin hurt hurt n hurt gud nyt
0,Are you at work right now ?,work right
0,Does not operate after  &lt;#&gt;  or what,operate ltgt
0,Free any day but i finish at 6 on mon n thurs...,free day finish mon n thurs
0,What time. Iâm out until prob 3 or so,time im prob
1,WIN a Â£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 Â£1.50perweeksub.,win shopping spree every week starting play text store skilgme tscs winawk age perweeksub
0,Pls come quick cant bare this.,pls come quick cant bare
0,PLEASSSSSSSEEEEEE TEL ME V AVENT DONE SPORTSx,pleassssssseeeeee tel v avent done sportsx
0,What you need. You have a person to give na.,need person give na
0,Ugh I don't wanna get out of bed. It's so warm.,ugh dont wan na get bed warm
0,"Sorry, I'll call later",sorry ill call later
0,I'm coming home 4 dinner.,im coming home dinner
1,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,tried contact reply offer video handset anytime network min unlimited text camcorder reply call
0,Thats cool. How was your day?,thats cool day
0,I wan but too early lei... Me outside now wun b home so early... Neva mind then...,wan early lei outside wun b home early neva mind
0,Siva is in hostel aha:-.,siva hostel aha
0,I don know account details..i will ask my mom and send you.my mom is out of reach now.,know account detailsi ask mom send youmy mom reach
0,Where r we meeting?,r meeting
0,"Princess, i like to make love  &lt;#&gt;  times per night. Hope thats not a problem!",princess like make love ltgt time per night hope thats problem
0,here is my new address -apples&pairs&all that malarky,new address applespairsall malarky
1,"Hi babe its Jordan, how r u? Im home from abroad and lonely, text me back if u wanna chat xxSP visionsms.com Text stop to stopCost 150p 08712400603",hi babe jordan r u im home abroad lonely text back u wan na chat xxsp visionsmscom text stop stopcost p
0,Don no da:)whats you plan?,dawhats plan
0,Exactly. Anyways how far. Is jide her to study or just visiting,exactly anyways far jide study visiting
0,Just curious because my cuz asked what I was up to,curious cuz asked
0,I take it we didn't have the phone callon Friday. Can we assume we won't have it this year now?,take didnt phone callon friday assume wont year
0,"As I entered my cabin my PA said, '' Happy B'day Boss !!''. I felt special. She askd me 4 lunch. After lunch she invited me to her apartment. We went there.",entered cabin pa said happy bday bos felt special askd lunch lunch invited apartment went
1,83039 62735=Â£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541 ,uk break accommodationvouchers term condition apply claim mustprovide claim number
0,"Not yet chikku..going to room nw, i'm in bus..",yet chikkugoing room nw im bus
0,Oh. U must have taken your REAL Valentine out shopping first.,oh u must taken real valentine shopping first
0,K k pa Had your lunch aha.,k k pa lunch aha
0,"Haha good to hear, I'm officially paid and on the market for an 8th",haha good hear im officially paid market th
0,I am in bus on the way to calicut,bus way calicut
0,Just normal only here :),normal
1,"Hey Boys. Want hot XXX pics sent direct 2 ur phone? Txt PORN to 69855, 24Hrs free and then just 50p per day. To stop text STOPBCM SF WC1N3XX",hey boy want hot xxx pic sent direct ur phone txt porn hr free p per day stop text stopbcm sf wcnxx
0,You best watch what you say cause I get drunk as a motherfucker,best watch say cause get drunk motherfucker
0,Take care and sleep well.you need to learn to change in life.you only need to get CONVINCED on that.i will wait but no more conversations between us.GET CONVINCED by that time.Your family is over for you in many senses.respect them but not overemphasise.or u have no role in my life.,take care sleep wellyou need learn change lifeyou need get convinced thati wait conversation usget convinced timeyour family many sensesrespect overemphasiseor u role life
0,"I wasn't well babe, i have swollen glands at my throat ... What did you end up doing ?",wasnt well babe swollen gland throat end
0,I also thk too fast... Xy suggest one not me. U dun wan it's ok. Going 2 rain leh where got gd.,also thk fast xy suggest one u dun wan ok going rain leh got gd
0,Customer place i will call you,customer place call
0,Are you this much buzy,much buzy
1,Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country the Algarve is in? Txt ansr to 82277. Â£1.50 SP:Tyrone,sunshine quiz wkly q win top sony dvd player u know country algarve txt ansr sptyrone
1,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",double min txts orange tariff latest motorola sonyericsson nokia bluetooth free call mobileupd calloptouthf
0,Aiyah e rain like quite big leh. If drizzling i can at least run home.,aiyah e rain like quite big leh drizzling least run home
0,"I think we're going to finn's now, come",think going finn come
0,Ok. I asked for money how far,ok asked money far
0,"Are you sure you don't mean ""get here, we made you hold all the weed""",sure dont mean get made hold weed
0,tap & spile at seven. * Is that pub on gas st off broad st by canal. Ok?,tap spile seven pub gas st broad st canal ok
0,Does cinema plus drink appeal tomo? * Is a fr thriller by director i like on at mac at 8.30.,cinema plus drink appeal tomo fr thriller director like mac
1,Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX Â£1.50,well done england get official poly ringtone colour flag yer mobile text tone flag optout txt eng stop box wwx
0,One day a crab was running on the sea shore..The waves came n cleared the footprints of the crab.. Crab asked: being my frnd y r u clearing my beautiful footprints? Waves replied: A fox was following ur footprints to catch you! thats y i cleared it off:) frndsship never lets u dwn :-) GUD nyt..,one day crab running sea shorethe wave came n cleared footprint crab crab asked frnd r u clearing beautiful footprint wave replied fox following ur footprint catch thats cleared frndsship never let u dwn gud nyt
0,Lol ok your forgiven :),lol ok forgiven
0,"She said,'' do u mind if I go into the bedroom for a minute ? '' ''OK'', I sed in a sexy mood. She came out 5 minuts latr wid a cake...n My Wife,",said u mind go bedroom minute ok sed sexy mood came minuts latr wid caken wife
0,Iâm parked next to a MINI!!!! When are you coming in today do you think?,im parked next mini coming today think
0,Good night. Am going to sleep.,good night going sleep
0,Dai what this da.. Can i send my resume to this id.,dai da send resume id
0,Cos daddy arranging time c wat time fetch Ã¼ mah...,co daddy arranging time c wat time fetch mah
0,S..antha num corrct dane,santha num corrct dane
0,No de. But call me after some time. Ill tell you k,de call time ill tell k
0,"I can't speak, bcaz mobile have problem. I can listen you but you cann't listen my voice. So i calls you later.",cant speak bcaz mobile problem listen cannt listen voice call later
1,"44 7732584351, Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.",want new nokia colour phone deliveredtomorrow free minute mobile free text free camcorder reply call
0,So now my dad is gonna call after he gets out of work and ask all these crazy questions.,dad gon na call get work ask crazy question
1,UR awarded a City Break and could WIN a Â£200 Summer Shopping spree every WK. Txt STORE to 88039.SkilGme.TsCs087147403231Winawk!Age16+Â£1.50perWKsub,ur awarded city break could win summer shopping spree every wk txt store skilgmetscswinawkageperwksub
0,I have to take exam with march 3,take exam march
0,Sorry i'm not free...,sorry im free
0,Gudnite....tc...practice going on,gudnitetcpractice going
1,"Someone has contacted our dating service and entered your phone becausethey fancy you! To find out who it is call from a landline 09058098002. PoBox1, W14RG 150p",someone contacted dating service entered phone becausethey fancy find call landline pobox wrg p
0,"Sorry, I'll call later",sorry ill call later
0,Oh just getting even with u.... u?,oh getting even u u
1,We tried to contact you re our offer of New Video Phone 750 anytime any network mins HALF PRICE Rental camcorder call 08000930705 or reply for delivery Wed,tried contact offer new video phone anytime network min half price rental camcorder call reply delivery wed
0,I cant wait to see you! How were the photos were useful? :),cant wait see photo useful
0,"My life Means a lot to me, Not because I love my life, But because I love the people in my life, The world calls them friends, I call them my World:-).. Ge:-)..",life mean lot love life love people life world call friend call world ge
0,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...",tick tick tick could die loneliness know pout stomp foot need
1,"YOU 07801543489 are guaranteed the latests Nokia Phone, a 40GB iPod MP3 player or a Â£500 prize! Txt word:COLLECT to No:83355! TC-LLC NY-USA 150p/Mt msgrcvd18+",guaranteed latest nokia phone gb ipod mp player prize txt wordcollect tcllc nyusa pmt msgrcvd
0,ILL B DOWN SOON,ill b soon
0,Will you be here for food,food
0,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,let pool money together buy bunch lotto ticket win get ltgt u get ltgt deal
0,Many times we lose our best ones bcoz we are ,many time lose best one bcoz
0,"One of best dialogue in cute reltnship..!! ""Wen i Die, Dont Come Near My Body..!! Bcoz My Hands May Not Come 2 Wipe Ur Tears Off That Time..!Gud ni8",one best dialogue cute reltnship wen die dont come near body bcoz hand may come wipe ur tear timegud ni
0,K:)eng rocking in ashes:),keng rocking ash
0,"Erm... Woodland avenue somewhere. Do you get the parish magazine, his telephone number will be in there.",erm woodland avenue somewhere get parish magazine telephone number
0,That one week leave i put know that time. Why.,one week leave put know time
0,Dear i am not denying your words please,dear denying word please
0,Are we doing the norm tomorrow? I finish just a 4.15 cos of st tests. Need to sort library stuff out at some point tomo - got letter from today - access til end march so i better get move on!,norm tomorrow finish co st test need sort library stuff point tomo got letter today access til end march better get move
0,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...,aiyar u poor thing give u support k jia ill think u
1,87077: Kick off a new season with 2wks FREE goals & news to ur mobile! Txt ur club name to 87077 eg VILLA to 87077,kick new season wks free goal news ur mobile txt ur club name eg villa
0,"You know, wot people wear. T shirts, jumpers, hat, belt, is all we know. We r at Cribbs",know wot people wear shirt jumper hat belt know r cribbs
0,I know girls always safe and selfish know i got it pa. Thank you. good night.,know girl always safe selfish know got pa thank good night
0,I love ya too but try and budget your money better babe. Gary would freak on me if he knew,love ya try budget money better babe gary would freak knew
0,Its just the effect of irritation. Just ignore it,effect irritation ignore
0,Joy's father is John. Then John is the NAME of Joy's father. Mandan,joy father john john name joy father mandan
0,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,hi juan im coming home fri hey course expect welcome party lot present ill phone u get back load love nicky x x x x x x x x x
0,I'm in office now da:)where are you?,im office dawhere
1,ASKED 3MOBILE IF 0870 CHATLINES INCLU IN FREE MINS. INDIA CUST SERVs SED YES. L8ER GOT MEGA BILL. 3 DONT GIV A SHIT. BAILIFF DUE IN DAYS. I O Â£250 3 WANT Â£800,asked mobile chatlines inclu free min india cust servs sed yes ler got mega bill dont giv shit bailiff due day want
0,Then cant get da laptop? My matric card wif Ã¼ lei... ,cant get da laptop matric card wif lei
0,May b approve panalam...but it should have more posts..,may b approve panalambut post
0,Whatsup there. Dont u want to sleep,whatsup dont u want sleep
0,Why you keeping me away like this,keeping away like
0, and  picking them up from various points,picking various point
0,"What's up bruv, hope you had a great break. Do have a rewarding semester.",whats bruv hope great break rewarding semester
0,Howz pain?hope u r fine..,howz painhope u r fine
0,Or I guess  &lt;#&gt;  min,guess ltgt min
1,As a Registered Subscriber yr draw 4 a Â£100 gift voucher will b entered on receipt of a correct ans. When are the next olympics. Txt ans to 80062,registered subscriber yr draw gift voucher b entered receipt correct an next olympics txt an
0,Yup ok thanx...,yup ok thanx
0,Just now saw your message.it k da:),saw messageit k da
0,Are you there in room.,room
0,Kind of. Took it to garage. Centre part of exhaust needs replacing. Part ordered n taking it to be fixed tomo morning.,kind took garage centre part exhaust need replacing part ordered n taking fixed tomo morning
0,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",dear friend sorry late information today birthday loving arpraveesh detail log face book see number ltgt dont miss delicious treat
0,You have registered Sinco as Payee. Log in at icicibank.com and enter URN  &lt;#&gt;  to confirm. Beware of frauds. Do NOT share or disclose URN to anyone.,registered sinco payee log icicibankcom enter urn ltgt confirm beware fraud share disclose urn anyone
0,Stupid.its not possible,stupidits possible
0,Oh yeah clearly it's my fault,oh yeah clearly fault
1,FreeMsg: Hey - I'm Buffy. 25 and love to satisfy men. Home alone feeling randy. Reply 2 C my PIX! QlynnBV Help08700621170150p a msg Send stop to stop txts,freemsg hey im buffy love satisfy men home alone feeling randy reply c pix qlynnbv helpp msg send stop stop txts
0,Convey my regards to him,convey regard
0,Printer is cool. I mean groovy. Wine is groovying,printer cool mean groovy wine groovying
0,Y lei?,lei
0,"Thursday night? Yeah, sure thing, we'll work it out then",thursday night yeah sure thing well work
0,PISS IS TALKING IS SOMEONE THAT REALISE U THAT POINT THIS AT IS IT.(NOW READ IT BACKWARDS),piss talking someone realise u point itnow read backwards
0,I didn't get the second half of that message,didnt get second half message
0,Nope... C Ã¼ then...,nope c
0,Much better now thanks lol,much better thanks lol
1,"Thank you, winner notified by sms. Good Luck! No future marketing reply STOP to 84122 customer services 08450542832",thank winner notified sm good luck future marketing reply stop customer service
0,Yes i thought so. Thanks.,yes thought thanks
0,i felt so...not any conveying reason.. Ese he... What about me?,felt sonot conveying reason ese
1,Please CALL 08712402578 immediately as there is an urgent message waiting for you,please call immediately urgent message waiting
0,Is ur paper in e morn or aft tmr?,ur paper e morn aft tmr
0,No just send to you. Bec you in temple na.,send bec temple na
0,"Good afternoon sexy buns! How goes the job search ? I wake and you are my first thought as always, my love. I wish your fine and happy and know I adore you!",good afternoon sexy bun go job search wake first thought always love wish fine happy know adore
0,Are you angry with me. What happen dear,angry happen dear
1,"Loan for any purpose Â£500 - Â£75,000. Homeowners + Tenants welcome. Have you been previously refused? We can still help. Call Free 0800 1956669 or text back 'help'",loan purpose homeowner tenant welcome previously refused still help call free text back help
0,I'm okay. Chasing the dream. What's good. What are you doing next.,im okay chasing dream whats good next
1,You are a winner you have been specially selected to receive Â£1000 cash or a Â£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,winner specially selected receive cash award speak live operator claim call ampm cost p
0,"Like I made him throw up when we were smoking in our friend's car one time, it was awesome",like made throw smoking friend car one time awesome
0,Me sef dey laugh you. Meanwhile how's my darling anjie!,sef dey laugh meanwhile hows darling anjie
0,Me hungry buy some food good lei... But mum n yun dun wan juz buy a little bit... ,hungry buy food good lei mum n yun dun wan juz buy little bit
0,"Geeee ... I miss you already, you know ? Your all I can think about. Fuck, I can't wait till next year when we will be together ... *loving kiss*",geeee miss already know think fuck cant wait till next year together loving kiss
1,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play Â£250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",fantasy football back tv go sky gamestar sky active play k dream team scoring start saturday register nowsky opt
0,How come?,come
0,Pathaya enketa maraikara pa',pathaya enketa maraikara pa
0,Watch lor. I saw a few swatch one i thk quite ok. Ard 116 but i need 2nd opinion leh...,watch lor saw swatch one thk quite ok ard need nd opinion leh
0,Ok both our days. So what are you making for dinner tonite? Am I invited?,ok day making dinner tonite invited
0,Lol where do u come up with these ideas?,lol u come idea
1,<Forwarded from 21870000>Hi - this is your Mailbox Messaging SMS alert. You have 4 messages. You have 21 matches. Please call back on 09056242159 to retrieve your messages and matches,forwarded hi mailbox messaging sm alert message match please call back retrieve message match
0,I thk u dun haf 2 hint in e forum already lor... Cos i told ron n darren is going 2 tell shuhui.,thk u dun haf hint e forum already lor co told ron n darren going tell shuhui
0,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",lateso call tomorrow morningtake care sweet dreamsu meummifyingbye
0,Finished class where are you.,finished class
0,Just finished. Missing you plenty,finished missing plenty
0,Yes we were outside for like 2 hours. And I called my whole family to wake them up cause it started at 1 am,yes outside like hour called whole family wake cause started
0,I'm serious. You are in the money base,im serious money base
0,Oh yeah I forgot. U can only take 2 out shopping at once.,oh yeah forgot u take shopping
0,"Right on brah, see you later",right brah see later
0,Ugh just got outta class,ugh got outta class
0,K.k.this month kotees birthday know?,kkthis month kotees birthday know
0,"I'm back, lemme know when you're ready",im back lem know youre ready
0,Ok then i'll let him noe later n ask him call u tmr...,ok ill let noe later n ask call u tmr
1,Great News! Call FREEFONE 08006344447 to claim your guaranteed Â£1000 CASH or Â£2000 gift. Speak to a live operator NOW!,great news call freefone claim guaranteed cash gift speak live operator
0,"Geeeee ... Your internet is really bad today, eh ?",geeeee internet really bad today eh
0,Shhhhh nobody is supposed to know!,shhhhh nobody supposed know
1,Great NEW Offer - DOUBLE Mins & DOUBLE Txt on best Orange tariffs AND get latest camera phones 4 FREE! Call MobileUpd8 free on 08000839402 NOW! or 2stoptxt T&Cs,great new offer double min double txt best orange tariff get latest camera phone free call mobileupd free stoptxt tc
0,"How's my loverboy doing ? What does he do that keeps him from coming to his Queen, hmmm ? Doesn't he ache to speak to me ? Miss me desparately ?",hows loverboy keep coming queen hmmm doesnt ache speak miss desparately
0,"Sweet, we may or may not go to 4U to meet carlos so gauge patty's interest in that",sweet may may go u meet carlos gauge patty interest
0,We'll join the  &lt;#&gt;  bus,well join ltgt bus
0,Can't take any major roles in community outreach. You rock mel,cant take major role community outreach rock mel
1,"Will u meet ur dream partner soon? Is ur career off 2 a flyng start? 2 find out free, txt HORO followed by ur star sign, e. g. HORO ARIES",u meet ur dream partner soon ur career flyng start find free txt horo followed ur star sign e g horo aries
0,Yeah jay's sort of a fucking retard,yeah jay sort fucking retard
1,"Thanks for your ringtone order, reference number X29. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989180",thanks ringtone order reference number x mobile charged tone arrive please call customer service
1,"Double mins and txts 4 6months FREE Bluetooth on Orange. Available on Sony, Nokia Motorola phones. Call MobileUpd8 on 08000839402 or call2optout/N9DX",double min txts month free bluetooth orange available sony nokia motorola phone call mobileupd calloptoutndx
0,"Dear relieved of westonzoyland, all going to plan this end too!",dear relieved westonzoyland going plan end
1,"Hottest pics straight to your phone!! See me getting Wet and Wanting, just for you xx Text PICS to 89555 now! txt costs 150p textoperator g696ga 18 XxX",hottest pic straight phone see getting wet wanting xx text pic txt cost p textoperator gga xxx
0,Dad went out oredi... ,dad went oredi
0,Yup next stop.,yup next stop
0,twenty past five he said will this train have been to durham already or not coz i am in a reserved seat,twenty past five said train durham already coz reserved seat
0,Surly ill give it to you:-) while coming to review.,surly ill give coming review
0,I plane to give on this month end.,plane give month end
0,"Whats that coming over the hill..... Is it a monster! Hope you have a great day. Things r going fine here, busy though! ",whats coming hill monster hope great day thing r going fine busy though
1,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY Â£1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",new mobile must go txt nokia collect today wwwtcbiz optout gbpmtmsg txtauction
0,Have you emigrated or something? Ok maybe 5.30 was a bit hopeful...,emigrated something ok maybe bit hopeful
0,No he didn't. Spring is coming early yay!,didnt spring coming early yay
0,Yay! You better not have told that to 5 other girls either.,yay better told girl either
1,CALL 09090900040 & LISTEN TO EXTREME DIRTY LIVE CHAT GOING ON IN THE OFFICE RIGHT NOW TOTAL PRIVACY NO ONE KNOWS YOUR [sic] LISTENING 60P MIN 24/7MP 0870753331018+,call listen extreme dirty live chat going office right total privacy one know sic listening p min mp
0,Yeah we do totes. When u wanna?,yeah tote u wan na
0,Been up to ne thing interesting. Did you have a good birthday? When are u wrking nxt? I started uni today.,ne thing interesting good birthday u wrking nxt started uni today
0,Happy birthday... May u find ur prince charming soon n dun work too hard...,happy birthday may u find ur prince charming soon n dun work hard
0,I was wondering if it would be okay for you to call uncle john and let him know that things are not the same in nigeria as they r here. That  &lt;#&gt;  dollars is 2years sent and that you know its a strain but i plan to pay back every dime he gives. Every dime so for me to expect anything from you is not practical. Something like that.,wondering would okay call uncle john let know thing nigeria r ltgt dollar year sent know strain plan pay back every dime give every dime expect anything practical something like
0,Thanks for your message. I really appreciate your sacrifice. I'm not sure of the process of direct pay but will find out on my way back from the test tomorrow. I'm in class now. Do have a wonderful day.,thanks message really appreciate sacrifice im sure process direct pay find way back test tomorrow im class wonderful day
0,"Some friends want me to drive em someplace, probably take a while",friend want drive em someplace probably take
0,How much it will cost approx . Per month.,much cost approx per month
0,Jay says that you're a double-faggot,jay say youre doublefaggot
0,Hey leave it. not a big deal:-) take care.,hey leave big deal take care
0,What Today-sunday..sunday is holiday..so no work..,todaysundaysunday holidayso work
0,Even i cant close my eyes you are in me our vava playing umma :-D,even cant close eye vava playing umma
0,"Alright we'll bring it to you, see you in like  &lt;#&gt;  mins",alright well bring see like ltgt min
0,Mm umma ask vava also to come tell him can play later together,mm umma ask vava also come tell play later together
0,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",multiply number independently count decimal point division push decimal place like showed
0,I'm reading the text i just sent you. Its meant to be a joke. So read it in that light,im reading text sent meant joke read light
0,"Sorry I flaked last night, shit's seriously goin down with my roommate, what you up to tonight?",sorry flaked last night shit seriously goin roommate tonight
0,Which channel:-):-):):-).,channel
0,"The world is running and i am still.maybe all are feeling the same,so be it.or i have to admit,i am mad.then where is the correction?or let me call this is life.and keep running with the world,may be u r also running.lets run.",world running stillmaybe feeling sameso itor admiti madthen correctionor let call lifeand keep running worldmay u r also runninglets run
0,This girl does not stay in bed. This girl doesn't need recovery time. Id rather pass out while having fun then be cooped up in bed,girl stay bed girl doesnt need recovery time id rather pas fun cooped bed
0,Wat so late still early mah. Or we juz go 4 dinner lor. Aiya i dunno...,wat late still early mah juz go dinner lor aiya dunno
1,"Dear Voucher Holder, To claim this weeks offer, at you PC please go to http://www.e-tlp.co.uk/reward. Ts&Cs apply.",dear voucher holder claim week offer pc please go httpwwwetlpcoukreward tscs apply
0,Were trying to find a Chinese food place around here,trying find chinese food place around
1,"URGENT! Your mobile was awarded a Â£1,500 Bonus Caller Prize on 27/6/03. Our final attempt 2 contact U! Call 08714714011",urgent mobile awarded bonus caller prize final attempt contact u call
0,"Can you tell Shola to please go to college of medicine and visit the academic department, tell the academic secretary what the current situation is and ask if she can transfer there. She should ask someone to check Sagamu for the same thing and lautech. Its vital she completes her medical education in Nigeria. Its less expensive much less expensive. Unless she will be getting citizen rates in new zealand.",tell shola please go college medicine visit academic department tell academic secretary current situation ask transfer ask someone check sagamu thing lautech vital completes medical education nigeria le expensive much le expensive unless getting citizen rate new zealand
1,"FREE2DAY sexy St George's Day pic of Jordan!Txt PIC to 89080 dont miss out, then every wk a saucy celeb!4 more pics c PocketBabe.co.uk 0870241182716 Â£3/wk",freeday sexy st george day pic jordantxt pic dont miss every wk saucy celeb pic c pocketbabecouk wk
0,Armand says get your ass over to epsilon,armand say get as epsilon
0,Hey r Ã¼ still online? I've finished the formatting...,hey r still online ive finished formatting
0,Its worse if if uses half way then stops. Its better for him to complete it.,worse us half way stop better complete
0,"Yeah hopefully, if tyler can't do it I could maybe ask around a bit",yeah hopefully tyler cant could maybe ask around bit
0,", im .. On the snowboarding trip. I was wondering if your planning to get everyone together befor we go..a meet and greet kind of affair? Cheers, ",im snowboarding trip wondering planning get everyone together befor goa meet greet kind affair cheer
0,"Good stuff, will do.",good stuff
0,I'll meet you in the lobby,ill meet lobby
0,I dont know oh. Hopefully this month.,dont know oh hopefully month
0,I'm at home. Please call,im home please call
0,But really quite funny lor wat... Then u shd haf run shorter distance wat...,really quite funny lor wat u shd haf run shorter distance wat
0,"Just making dinner, you ?",making dinner
0,Hi its in durban are you still on this number,hi durban still number
0,Howz that persons story,howz person story
0,I dont know ask to my brother. Nothing problem some thing that. Just i told .,dont know ask brother nothing problem thing told
0,"By the way, i've put a skip right outside the front of the house so you can see which house it is. Just pull up before it.",way ive put skip right outside front house see house pull
0,Sac will score big hundred.he is set batsman:-),sac score big hundredhe set batsman
0,O was not into fps then.,fps
